Date,Cancelled
1990-01-01,0.024187237675179624
1990-01-02,0.005570455952135341
1990-01-03,0.006383855024711697
1990-01-04,0.007237386269644334
1990-01-05,0.00931698294170035
1990-01-06,0.007349041594060156
1990-01-07,0.005074302283436027
1990-01-08,0.017670022601191698
1990-01-09,0.031135909623200387
1990-01-10,0.016450991189427312
1990-01-11,0.016325970640691453
1990-01-12,0.007464219680887489
1990-01-13,0.005065013607499244
1990-01-14,0.0033107816323592917
1990-01-15,0.004923750256445326
1990-01-16,0.08546776275562198
1990-01-17,0.027949457492102734
1990-01-18,0.021378978483536124
1990-01-19,0.029892798240791645
1990-01-20,0.0265378125479368
1990-01-21,0.023785128805620608
1990-01-22,0.007583003142505807
1990-01-23,0.0045674551775853845
1990-01-24,0.004294478527607362
1990-01-25,0.07079404127374607
1990-01-26,0.011847361895577902
1990-01-27,0.0026533242362216662
1990-01-28,0.0020365117463088224
1990-01-29,0.01774049370831328
1990-01-30,0.010584192439862543
1990-01-31,0.009371366030508243
1990-02-01,0.011221167832652213
1990-02-02,0.04168406402226862
1990-02-03,0.02363791366348911
1990-02-04,0.017732835055323515
1990-02-05,0.005270723526593196
1990-02-06,0.006516221963097606
1990-02-07,0.009675427159816098
1990-02-08,0.0037753981328940145
1990-02-09,0.009365101225726483
1990-02-10,0.014646116095391458
1990-02-11,0.0026183722452542005
1990-02-12,0.004114661911946235
1990-02-13,0.0075495220944729186
1990-02-14,0.06473167675923992
1990-02-15,0.07508747375787264
1990-02-16,0.053443103327984375
1990-02-17,0.020593207315199015
1990-02-18,0.005392799883398921
1990-02-19,0.006015448766149429
1990-02-20,0.00687096330905593
1990-02-21,0.00414278809638887
1990-02-22,0.02284334023464458
1990-02-23,0.02789448309112198
1990-02-24,0.06635143380109823
1990-02-25,0.017464377055169893
1990-02-26,0.007822685788787484
1990-02-27,0.00515357658214801
1990-02-28,0.008296763576522216
1990-03-01,0.0033630748112560057
1990-03-02,0.005273972602739726
1990-03-03,0.006437443199030597
1990-03-04,0.002510760401721664
1990-03-05,0.009206219312602291
1990-03-06,0.049352419904567145
1990-03-07,0.01493550577053632
1990-03-08,0.010542168674698794
1990-03-09,0.018546297558979952
1990-03-10,0.04912597950572634
1990-03-11,0.05744219653179191
1990-03-12,0.019879352892788592
1990-03-13,0.025480310669028478
1990-03-14,0.0196078431372549
1990-03-15,0.010481181515007145
1990-03-16,0.010300782859497322
1990-03-17,0.006576934842459468
1990-03-18,0.0018230875811273974
1990-03-19,0.002580820429231187
1990-03-20,0.006238980062389801
1990-03-21,0.0026290953215585815
1990-03-22,0.003053124363932424
1990-03-23,0.008978981021699204
