Date,Cancelled
2004-01-01,0.011563716659887268
2004-01-02,0.03201091519731318
2004-01-03,0.015007532738440143
2004-01-04,0.0633888448321438
2004-01-05,0.030195920016158354
2004-01-06,0.04000621053721147
2004-01-07,0.04206481096800997
2004-01-08,0.03202410746207671
2004-01-09,0.026508972267536703
2004-01-10,0.012827396933357198
2004-01-11,0.015609808793345576
2004-01-12,0.01864623243933589
2004-01-13,0.013252260679763019
2004-01-14,0.03083952027412907
2004-01-15,0.024648427512145233
2004-01-16,0.015668861328025314
2004-01-17,0.031358467983243564
2004-01-18,0.020119305856832973
2004-01-19,0.009826500844464917
2004-01-20,0.008781045412033669
2004-01-21,0.010854323552324071
2004-01-22,0.007826887661141806
2004-01-23,0.026082074316047366
2004-01-24,0.013828713870259362
2004-01-25,0.05838072028161386
2004-01-26,0.10573183213920163
2004-01-27,0.10478668054110302
2004-01-28,0.047611622225687406
2004-01-29,0.027782041442824253
2004-01-30,0.016236087000919025
2004-01-31,0.012696891657183925
2004-02-01,0.011363021481521563
2004-02-02,0.041235008930849706
2004-02-03,0.027852697095435686
2004-02-04,0.020933727136121044
2004-02-05,0.032467200980141914
2004-02-06,0.04787884968386702
2004-02-07,0.017460505998337095
2004-02-08,0.010408760706928331
2004-02-09,0.01524374648319607
2004-02-10,0.01687960943180638
2004-02-11,0.011234217985055398
2004-02-12,0.013413646487143147
2004-02-13,0.006453239223594656
2004-02-14,0.02251881467544685
2004-02-15,0.013777825805057273
2004-02-16,0.009709228824273072
2004-02-17,0.012572239683666227
2004-02-18,0.00785247479608896
2004-02-19,0.008130081300813009
2004-02-20,0.01017171055944408
2004-02-21,0.009432863631070222
2004-02-22,0.010422759904280777
2004-02-23,0.016512649598545676
2004-02-24,0.01399712879409352
2004-02-25,0.0175929221538618
2004-02-26,0.039242424242424245
2004-02-27,0.01532489791803196
2004-02-28,0.006875254908815475
2004-02-29,0.006820846211233081
2004-03-01,0.02142569066344021
2004-03-02,0.011183740169543458
2004-03-03,0.007279344858962694
2004-03-04,0.026645925331192293
2004-03-05,0.046621215159414475
2004-03-06,0.015708323672617666
2004-03-07,0.014020422199883604
2004-03-08,0.011707366093859913
2004-03-09,0.010251440811954914
2004-03-10,0.0078054184711451305
2004-03-11,0.007528986598403855
2004-03-12,0.006366233896435911
2004-03-13,0.003821434775056453
2004-03-14,0.006668077900084674
2004-03-15,0.007535037926357562
2004-03-16,0.04725524917783962
2004-03-17,0.023601046698872787
2004-03-18,0.015257214554579674
2004-03-19,0.013329992483086946
2004-03-20,0.005380076362374176
2004-03-21,0.003966574994711233
2004-03-22,0.005525694479328879
2004-03-23,0.0065756196256954984
2004-03-24,0.005887384894077392
2004-03-25,0.0091830590124448
2004-03-26,0.009221208780194447
2004-03-27,0.007581457260258117
2004-03-28,0.004918552993441929
2004-03-29,0.00457079712692752
2004-03-30,0.008044930176077717
2004-03-31,0.013640710726330095
2004-04-01,0.012021036814425245
2004-04-02,0.007653061224489796
2004-04-03,0.006765352145252689
2004-04-04,0.005407411334358268
2004-04-05,0.008658658658658658
2004-04-06,0.008936278243208936
2004-04-07,0.005965809394896476
2004-04-08,0.007801170175526329
2004-04-09,0.004904904904904905
2004-04-10,0.005989765061642243
2004-04-11,0.0043420704262642305
2004-04-12,0.0058020307107487625
2004-04-13,0.020020070245860513
2004-04-14,0.009677581106152534
2004-04-15,0.0036512779472815484
2004-04-16,0.003942902775004991
2004-04-17,0.005390991826560779
2004-04-18,0.008402917239192474
2004-04-19,0.010216346153846154
2004-04-20,0.007010414020828042
2004-04-21,0.008664114446907113
2004-04-22,0.003906445635298242
2004-04-23,0.004997001798920648
2004-04-24,0.008064516129032258
2004-04-25,0.006296296296296296
2004-04-26,0.008411776487081914
2004-04-27,0.010564811052417716
2004-04-28,0.013140670627328568
2004-04-29,0.007757369501025974
2004-04-30,0.005604203152364273
2004-05-01,0.01602508273819892
2004-05-02,0.00872093023255814
2004-05-03,0.011738148984198645
2004-05-04,0.010685071574642126
2004-05-05,0.007035837214010934
2004-05-06,0.006873369456150913
2004-05-07,0.007618665731041051
2004-05-08,0.0067646372754840214
2004-05-09,0.01403527355542609
2004-05-10,0.019962883081707378
2004-05-11,0.01815863300178526
2004-05-12,0.023858868725673558
2004-05-13,0.053319969932347784
2004-05-14,0.028015408474661063
2004-05-15,0.0058755090168702735
2004-05-16,0.004607562758182396
2004-05-17,0.030609688893342018
2004-05-18,0.024682615952657933
2004-05-19,0.00898989898989899
2004-05-20,0.0070627128831897415
2004-05-21,0.043776265759455674
2004-05-22,0.022364589400116482
2004-05-23,0.016363058674009744
2004-05-24,0.016936413288570425
2004-05-25,0.011022348063504904
2004-05-26,0.014788732394366197
2004-05-27,0.018376646136898503
2004-05-28,0.01124662601219634
2004-05-29,0.005135167040491087
2004-05-30,0.04337590489082455
2004-05-31,0.02123006347682296
2004-06-01,0.01638520305589063
2004-06-02,0.019433198380566803
2004-06-03,0.010247136829415311
2004-06-04,0.0073614101857879715
2004-06-05,0.0059393380232960445
2004-06-06,0.005744703278170128
