WN,12.2547,815069
AS,14.2899,152220
US,14.9798,696030
DL,15.0416,915095
TW,15.56,274073
UA,15.9422,748459
HP,16.0018,203071
CO,17.1325,399273
NW,17.4894,527512
AA,18.3352,653919
