ITO,8.78151,357
LNY,8.78689,61
VIS,10.3061,869
HRL,10.4924,5711
DAL,10.7097,45393
EFD,10.8206,1572
MAF,11.5805,8253
AMA,11.7421,8368
BUR,12.0869,26362
ONT,12.2869,35459
RDM,12.3134,2588
ELP,12.5948,20174
BOI,12.5961,15038
RDD,12.6068,2243
HOU,12.6518,57375
RNO,12.838,27591
CDC,12.9168,1070
OAK,12.9798,67279
GJT,13.0441,3881
LAW,13.1173,2132
AUS,13.2191,41015
GFK,13.2595,898
SUN,13.3071,3201
COD,13.3695,839
GEG,13.3806,14489
ADQ,13.4752,726
MTJ,13.4872,2188
TWF,13.556,2034
LBB,13.5665,9913
SMF,13.5857,46747
TUL,13.5968,21850
ABQ,13.8261,36708
DRO,13.9193,1549
GGG,13.9472,1289
BPT,13.9963,1601
SAT,13.9994,39083
CPR,14.0627,2121
CRP,14.0975,7863
SGU,14.1204,3107
SLC,14.1824,125545
EKO,14.2019,3007
EUG,14.2104,3949
PSC,14.2439,3174
YUM,14.2968,1351
LIT,14.4056,16198
IDA,14.4091,3317
PNS,14.4577,6815
BHM,14.4793,19233
OKC,14.5421,23844
PDX,14.5465,55450
CLL,14.5607,3255
CIC,14.5842,1092
SJC,14.6007,62884
MOD,14.6016,1383
MSY,14.6236,52334
CLD,14.6344,2139
SMX,14.6692,2131
FNT,14.6713,3246
VCT,14.6819,896
TUS,14.7147,18311
BRO,14.7321,1736
IPL,14.8871,744
LIH,14.9924,2506
OGD,15,1
PIH,15.0205,1806
BQN,15.0272,294
MCI,15.0322,59533
LAX,15.0463,223971
BZN,15.0529,4043
JAX,15.0565,26048
BNA,15.1401,55585
OXR,15.1909,1750
SNA,15.1916,46647
ISP,15.238,10785
PHX,15.2721,169895
IAH,15.3001,185182
BTM,15.3195,1377
FAY,15.3565,1770
TPA,15.4017,66671
SAN,15.4103,82700
DEN,15.5067,141824
ATL,15.518,368743
ABI,15.5476,2529
RAP,15.5597,4093
BWI,15.5825,99255
MFE,15.6187,3063
FCA,15.6252,1865
LAS,15.6254,143179
DLG,15.636,283
OMA,15.7215,20355
HTS,15.737,1095
MFR,15.7544,4250
STX,15.7619,630
JAC,15.7635,4156
MOB,15.8006,4949
SBA,15.8341,11008
MCO,15.8351,93171
FLL,15.9043,60478
XNA,15.9308,10400
CVG,15.9949,92595
STL,16.0192,100904
DFW,16.044,332579
MEM,16.0902,50037
CSG,16.1279,2197
DHN,16.1441,1818
SHV,16.1654,8186
LNK,16.1667,1746
SDF,16.1832,20800
MRY,16.2048,7437
TYR,16.2089,3025
MLU,16.2211,3509
JAN,16.2243,10117
SFO,16.2329,122334
SIT,16.2569,1296
DTW,16.2626,139844
PFN,16.2665,3242
SEA,16.2994,104605
MSN,16.2996,7583
GNV,16.3562,2431
MDW,16.3572,85831
CLE,16.3716,90094
GPT,16.3745,5747
ILE,16.3973,4508
MHT,16.4041,19246
PBI,16.428,25165
TLH,16.4483,3734
TXK,16.4889,1796
COS,16.5001,11952
SAV,16.5007,8850
LEX,16.5504,6808
FAT,16.5593,13645
GRB,16.6648,4707
CHS,16.6666,9900
ABY,16.6729,1449
ATW,16.6743,1087
MSO,16.6891,3268
LAN,16.6968,4845
BIL,16.7414,4339
HLN,16.7456,1301
VPS,16.7629,5412
CLT,16.787,103417
HNL,16.8047,15660
MGM,16.8217,3645
CID,16.8277,5462
KOA,16.8332,2386
AZO,16.8401,3202
DLH,16.8708,1207
PIT,16.9695,65090
JNU,16.9767,4504
MCN,16.9971,1753
LGB,17.002,10560
MLB,17.0183,2354
TVC,17.0235,2211
KTN,17.0335,2479
CMH,17.0466,35356
ACV,17.0566,4027
OTZ,17.0569,1072
IND,17.0666,41617
SBP,17.0831,5596
DSM,17.087,9331
ORF,17.1304,22365
RSW,17.1567,18981
ICT,17.1707,10090
SCC,17.2079,404
BGR,17.249,4077
ANC,17.2527,21013
PSP,17.2643,12369
ROA,17.265,4846
YAK,17.2755,726
LSE,17.3022,1651
