GLH,5.5,2
ITO,11.1016,9570
EAU,11.5,72
GGG,11.9204,1093
KOA,12.3427,16001
INL,12.6697,218
ABI,12.7116,2836
OXR,12.9337,1358
LIH,13.0753,15677
BPT,13.0934,364
HNL,13.4866,67581
HRL,13.4977,5055
MAF,13.5709,7604
CMX,13.9353,309
ROW,14.0383,235
OGG,14.2213,25515
ABY,14.375,1312
CIC,14.5218,1374
BUR,14.7136,33019
SUX,14.8596,534
BQK,14.864,993
SJC,14.8808,61804
AMA,14.9003,7542
ELP,14.9691,21805
VLD,14.9943,1057
EKO,15.0033,1819
FLG,15.0879,1911
STX,15.1378,479
PIH,15.2045,1824
ONT,15.2275,41643
CLD,15.3095,2730
OAK,15.3366,74938
SBP,15.3911,7052
MEM,15.4822,85034
LAW,15.5238,2333
FLO,15.5267,655
DAL,15.5632,53951
RNO,15.6592,27211
LBB,15.6798,8704
BIL,15.7113,4694
TWF,15.7232,2099
SLC,15.7979,147808
LCH,15.8007,1204
SHV,15.8074,8969
PDX,15.9137,58603
RDM,16.006,3646
YUM,16.0775,3524
SGU,16.1205,3636
ABQ,16.1211,41161
SMF,16.1391,58074
ERI,16.1745,1358
DBQ,16.1788,1415
MFE,16.2223,4733
SNA,16.2464,52953
IYK,16.2538,981
AUS,16.2618,51560
SAT,16.2663,46362
GEG,16.2692,16135
CRP,16.2757,6769
SAN,16.2948,97316
TUS,16.2995,28173
SCE,16.2999,677
LYH,16.3888,877
EUG,16.3976,6369
GTR,16.4026,1006
HOU,16.4262,56540
ADQ,16.4298,691
CVG,16.4329,110509
BOI,16.451,18106
BRO,16.4683,1593
MOT,16.4731,1080
LGB,16.4871,14210
MSY,16.5281,37329
MSO,16.5398,3807
MGM,16.5841,4085
MFR,16.5943,6389
FCA,16.6233,3305
MRY,16.6552,8768
PLN,16.6777,512
LAX,16.7088,237597
GJT,16.7596,4858
LWS,16.8229,706
DLH,16.8378,2188
SBA,16.8387,14274
PHX,16.8642,211072
OKC,16.8864,26964
TUL,16.9036,25175
SPS,16.9089,2316
MCN,16.9093,992
FAT,16.9171,15709
TEX,16.9352,216
PNS,16.9559,10280
ACT,16.9613,2349
ILM,16.962,3815
DTW,16.9666,177478
PSP,16.9768,13201
STL,16.9873,64856
ISP,16.9968,12222
LIT,17.1209,17009
IAH,17.1542,200420
GPT,17.1554,7330
SAV,17.1625,14281
MCI,17.2159,65011
JAX,17.2611,35931
DEN,17.2765,240928
SRQ,17.2773,7331
SGF,17.2782,11058
FSM,17.3068,2735
BTM,17.3284,819
JAN,17.3377,13589
BWI,17.3455,109385
BHM,17.3621,23535
SMX,17.3623,1761
YKM,17.3976,410
COS,17.4017,17233
MQT,17.4144,1069
BFL,17.4227,5195
SDF,17.4401,22229
DHN,17.4478,1639
TPA,17.4981,79785
TYR,17.5087,1604
