GNV,10.1432,1355
BUR,10.5226,29115
FAY,10.5839,1829
DAL,10.6553,47442
TRI,10.6742,1722
IDA,10.7866,1073
AVL,10.9745,2000
ELM,11.036,1332
BRO,11.0403,472
ROA,11.1184,2778
BRW,11.1876,922
BGM,11.1897,1170
LBB,11.2134,7053
MAF,11.4359,6510
SGF,11.516,1715
MLI,11.5731,1532
PSC,11.5774,1460
BET,11.6383,951
ILM,11.6901,2149
ITH,11.7175,1331
ERI,11.7523,1405
CRW,11.8746,1707
OAK,11.8757,58738
CID,11.901,5747
SUX,11.9185,687
HOU,11.95,55489
GFK,12.0479,1211
YAK,12.2307,724
BTR,12.2581,4668
SBA,12.2888,1399
BIL,12.4116,3467
RNO,12.426,27388
LNK,12.4863,2819
HRL,12.515,4291
DLG,12.518,417
MYR,12.5812,2271
VPS,12.6058,1073
ONT,12.6109,36481
BOI,12.6992,11920
MDW,12.8044,44165
FAR,12.8723,2412
TYS,12.8804,8900
GTF,12.9099,2463
DLH,13.0178,1457
BHM,13.0379,18923
SDF,13.0446,25649
DAY,13.147,11960
OME,13.2145,951
GSP,13.2188,7715
SMF,13.2324,37147
ELP,13.2624,24995
MFE,13.2654,3335
MOB,13.3084,4371
GEG,13.3149,15413
CRP,13.3414,3568
LIT,13.432,13515
AGS,13.448,2183
CHA,13.4496,1359
DSM,13.4548,7781
PHX,13.4621,167011
LEX,13.4775,4172
SJC,13.5053,48003
GST,13.5333,90
PNS,13.5453,6367
ABQ,13.5596,37608
AKN,13.5724,456
OKC,13.5997,20746
ADQ,13.6106,719
MLB,13.6336,2885
BIS,13.6422,1428
SCC,13.6768,362
LAS,13.6802,121058
MTJ,13.7179,156
CDV,13.732,724
BWI,13.7387,64592
DAB,13.7526,3586
CLT,13.7673,128727
ABE,13.7764,6866
SAT,13.7933,38554
RST,13.8034,3134
TUS,13.8641,18321
AUS,13.874,37668
FAI,13.8741,4830
JAN,13.8768,7201
PIT,13.8834,117467
MBS,13.9122,4246
FSD,13.9172,4024
TUL,13.9231,18850
MRY,13.9959,724
PWM,13.9985,6581
SNA,14.0143,35412
AMA,14.0282,4861
CMH,14.0465,41306
CAE,14.0545,6040
OTZ,14.063,936
SLC,14.0783,87660
OMA,14.0826,17500
SAN,14.0894,67804
RIC,14.1052,15823
IND,14.126,35318
ORF,14.1387,16783
KTN,14.1559,2560
AVP,14.2069,1943
SWF,14.2288,3566
JAX,14.3411,21537
DEN,14.3542,135203
SAV,14.3651,5410
CLE,14.3659,63611
MLU,14.3662,2190
GRB,14.372,2753
JAC,14.3867,1624
HSV,14.3912,6069
BNA,14.4187,48714
MDT,14.424,7799
CHS,14.4286,7428
MSY,14.4449,47703
PVD,14.4868,20463
MCI,14.5159,56953
MOT,14.5234,1091
ICT,14.5463,7827
IAH,14.5577,124273
FAT,14.5781,1825
MSN,14.6017,4524
GRR,14.7001,8889
LGB,14.7047,2526
SRQ,14.7052,6794
MKE,14.7245,15396
JNU,14.7373,4252
BTV,14.7528,2945
STL,14.7566,177072
MHT,14.7605,4897
SHV,14.7972,3891
PDX,14.8073,55614
GSO,14.8588,14890
ROC,14.8637,15127
SYR,14.9096,11226
SIT,14.9192,1325
CVG,14.9625,85272
RDU,14.9713,26717
GUM,15,1
BGR,15.0518,1256
HLN,15.0669,852
ALB,15.077,11180
TOL,15.1065,2442
CAK,15.1143,1067
BDL,15.154,26823
ANC,15.1595,19988
BUF,15.1674,18007
MGM,15.181,2182
COS,15.1987,15991
TPA,15.2333,52394
TLH,15.2824,2550
FLL,15.2962,38956
IAD,15.3556,39142
DCA,15.4891,84252
LFT,15.5286,524
PHL,15.6036,108825
DTW,15.6872,155592
HPN,15.746,5906
PSP,15.7494,3480
SEA,15.7938,97644
LGA,15.9047,96408
RSW,15.9729,14971
ISP,16.0224,2594
TVC,16.0878,1037
EUG,16.1116,2276
BZN,16.1527,2102
MEM,16.2501,50743
ORD,16.2772,297527
ATL,16.344,250164
LSE,16.3854,864
SBN,16.4045,3508
MFR,16.4362,1254
LAX,16.4826,188144
MCO,16.4877,89857
PBI,16.5754,22524
FWA,16.6815,2066
FCA,16.6952,1204
FNT,16.7214,1102
DFW,16.803,251175
BOS,16.9443,98247
LAN,16.9601,2132
WRG,17.047,724
RAP,17.205,1117
STT,17.2864,2109
MSP,17.3114,138092
SFO,17.3936,138190
HDN,17.5764,720
PSG,17.6423,724
MSO,17.7521,1823
MIA,17.9673,64465
EWR,18.0875,121781
JFK,18.2461,39738
DUT,18.335,612
AZO,18.4453,1801
SJU,18.612,20076
GUC,18.6181,199
STX,19.0484,1094
KOA,19.926,730
OGG,21.808,2916
HNL,22.0965,11785
EGE,22.1152,1163
BFL,24.4701,251
LWB,25.5176,85
DRO,26.7238,105
ACK,26.9412,17
