LBB,10.0963,5681
ITO,10.4125,914
MAF,10.4309,5345
AVL,10.6016,1584
AMA,10.7894,4790
HRL,10.9861,4167
CRP,11.0339,3096
FAY,11.2694,1414
HLN,11.6532,718
GPT,11.6599,1079
ROA,11.7474,2217
SIT,12.0267,1310
MSO,12.2745,1865
GST,12.3407,91
AVP,12.4029,1524
TRI,12.5165,1152
SBN,12.5407,2016
LIH,12.5512,2101
ADQ,12.5604,728
CAK,12.6103,1052
SHV,12.679,3520
DAL,12.7936,48534
DRO,12.8475,118
DLH,12.8623,1031
TOL,12.8824,901
ILM,12.9626,2195
ITH,12.995,1407
SAV,13.0404,5377
MLU,13.0515,2154
MFE,13.1742,3519
TUL,13.2562,19942
FAI,13.2618,5379
SCC,13.2853,382
LEX,13.3066,3519
ELP,13.3937,23686
SGF,13.4426,2065
OKC,13.454,19878
KTN,13.4547,2507
PSC,13.4567,1454
GEG,13.5241,13250
BOI,13.5374,12567
SAT,13.5695,38704
HOU,13.6628,56314
CHA,13.7395,1075
CID,13.7594,5146
BHM,13.7639,19875
AUS,13.7819,42686
GFK,13.8436,1023
ISP,13.9197,8440
JAN,13.9221,9038
MYR,14.0138,2745
HSV,14.0598,5770
BUR,14.1853,27717
SDF,14.22,22476
SUX,14.2677,691
OAK,14.2935,57103
KOA,14.338,2500
MOB,14.3771,4304
LGB,14.4139,3675
SMF,14.4206,38814
ELM,14.4218,1406
ONT,14.4503,35722
CRW,14.4738,1146
LNK,14.4852,2743
ABE,14.5124,6302
BRW,14.5339,959
ABQ,14.5357,36447
RNO,14.6376,30672
LWB,14.6951,82
MSY,14.6967,51199
CAE,14.7269,4885
MDT,14.7492,7344
RIC,14.7872,17362
AKN,14.8272,324
TUS,14.8416,20109
OMA,14.8468,17262
MRY,14.8651,341
FWA,14.8876,445
JAX,14.93,24639
JNU,14.9572,4491
ICT,14.9664,6541
CDV,15.0027,728
OTZ,15.0102,882
CHS,15.0465,6969
BNA,15.0936,57676
GRB,15.1288,2904
FSD,15.1471,3488
OGG,15.1957,5621
ERI,15.2333,1440
SRQ,15.2675,4942
SNA,15.2789,43556
SLC,15.313,80496
LIT,15.3393,13543
PDX,15.3589,57253
COS,15.3617,12404
BZN,15.3728,1856
PNS,15.3976,5734
AGS,15.4028,993
YAK,15.4588,728
MCI,15.5231,62080
MDW,15.5561,53329
SJC,15.56,67715
CMH,15.5696,35654
TPA,15.5771,64645
ORF,15.5992,15983
MGM,15.6054,991
RDU,15.6111,35998
STL,15.6347,169606
CVG,15.6369,73816
HNL,15.6692,16897
IAH,15.6843,131047
TYS,15.7688,6950
MEM,15.775,54495
RSW,15.8594,14954
CLT,15.8677,130623
TVC,15.8731,1111
OME,15.8777,940
MLB,15.9015,1452
ATL,15.9161,265708
DSM,15.9882,6682
WRG,15.9945,728
BGM,16.0729,796
FNT,16.0805,1279
BWI,16.0944,91220
MCO,16.1033,99951
SYR,16.1106,11376
DAB,16.1139,2037
PVD,16.1361,25985
SAN,16.1929,72706
FAT,16.235,366
MLI,16.237,1962
GSP,16.2488,6896
FAR,16.2971,2346
BTR,16.3115,4449
GRR,16.3326,8006
ANC,16.3582,20782
GSO,16.4258,15149
MSN,16.4281,3976
TLH,16.4471,2118
IND,16.4537,35261
SWF,16.4617,1278
DLG,16.4702,302
ALB,16.4865,13683
MTJ,16.5152,198
ROC,16.5276,13950
FLL,16.5658,50585
MKE,16.6223,15411
PIT,16.6503,106238
FCA,16.6924,1580
SBA,16.7728,2601
BIL,16.8047,3026
PBI,16.8142,22995
DFW,16.8186,246913
PHX,16.8713,188928
GTF,16.8875,2338
GUC,16.905,221
LAS,16.9185,137763
DAY,16.9494,11168
SEA,16.9716,104910
CLE,17.0512,55591
PSP,17.0901,4663
BUF,17.1479,19102
LAX,17.2164,212118
LAN,17.2415,2460
DEN,17.2893,137302
IAD,17.2937,65462
BIS,17.3073,1422
MIA,17.3243,66914
MBS,17.443,3912
BDL,17.5019,36520
DCA,17.5095,85932
RST,17.5333,2235
BET,17.5357,1036
MHT,17.5675,13731
DTW,17.5848,153510
EUG,17.622,2148
PSG,17.6978,728
MFR,17.705,1539
VPS,17.7389,1310
MSP,17.7456,147284
RAP,17.8322,1275
JAC,17.9386,863
PWM,17.9614,6107
DUT,17.9637,662
STT,18.0682,2770
SFO,18.0787,135032
SJU,18.1588,25153
HPN,18.1794,5006
MOT,18.4692,1006
BTV,18.4753,2634
AZO,18.5197,1039
PHL,18.9759,121151
EGE,19.0839,1192
ORD,19.0968,296771
BOS,19.3272,113056
LSE,19.4738,439
STX,19.5287,732
HDN,19.5543,691
EWR,19.6852,124496
JFK,20.0728,45578
LGA,20.2274,104177
BRO,20.4545,55
PIA,20.7778,18
LFT,24,7
BQN,27.3529,17
MIB,27.4831,89
