SCC,8.9207,744
ACY,9.13912,611
CSG,9.25195,1024
DAL,9.2684,43450
ANI,9.27737,137
FAR,9.44004,2143
MOT,9.54135,1040
GFK,9.85556,1357
BRW,9.86074,675
DRO,9.88235,17
MAF,9.90818,7068
CPR,9.9145,269
BUR,10.1297,25631
HLN,10.1929,1068
LBB,10.2359,6650
BRO,10.4579,1081
HOU,10.5312,55077
GNV,10.5442,1415
ITH,10.565,1069
PHF,10.6482,1478
OAJ,10.7235,1020
HRL,10.736,5762
AMA,10.7432,4062
DUT,10.762,332
RST,10.779,3339
YAK,10.7868,699
GTF,10.7892,2334
DLG,10.8252,309
KTN,10.9163,2425
PSG,10.94,667
GRB,10.995,2598
OAK,11.0032,44231
FAI,11.0419,4443
BIS,11.0933,1372
SHV,11.1472,4558
SIT,11.1768,1386
JAN,11.2401,5097
GST,11.25,96
BGM,11.2653,1417
KSM,11.2923,130
ONT,11.3272,36297
ADQ,11.346,422
MFR,11.3749,1395
SMF,11.3812,28647
LGB,11.4155,2948
MRY,11.4198,1346
ELP,11.4606,27804
MOB,11.6136,5813
OTZ,11.7129,958
CID,11.7271,4305
RNO,11.7743,17903
PHX,11.7941,140979
RAP,11.8524,1206
OME,11.8784,954
BOI,11.891,6011
LEX,11.8922,5026
MDW,11.9572,45328
KOA,11.9686,700
LIT,11.9859,17111
BET,12,826
BNA,12.0032,50468
GRR,12.0138,9825
PSC,12.0245,1305
RDU,12.048,47662
FSD,12.0943,3903
AUS,12.111,32887
IDA,12.1386,1118
AVL,12.2492,3122
LAS,12.2704,94948
CVG,12.3301,68780
BHM,12.3559,16885
DSM,12.3739,8981
ABQ,12.416,35732
SJC,12.4172,37858
BZN,12.4865,2563
HTS,12.503,1320
BGR,12.5127,2042
ELM,12.5226,1418
BTV,12.5654,3187
MLI,12.5727,2684
MBS,12.5839,3792
TRI,12.5899,3282
ROA,12.6013,3188
TUL,12.637,20730
JNU,12.722,3798
PFN,12.7268,1274
SLC,12.7389,69379
SUX,12.7413,286
OKC,12.7712,23080
TYS,12.8164,8910
MYR,12.8355,2438
MGM,12.8517,2482
PNS,12.8624,6695
SAN,12.8819,59684
BIL,12.8933,3815
PIT,12.92,131962
COS,12.9214,9646
JAC,12.9321,1694
SDF,12.9751,22326
ILM,12.999,2097
WRG,13.0208,672
SAT,13.0454,37827
MKE,13.0776,17502
CDV,13.1144,699
MCI,13.12,56268
SGF,13.1243,1705
GSP,13.1437,11683
EUG,13.147,2089
HSV,13.1588,7133
ALB,13.1872,12239
OMA,13.2117,16378
MHT,13.2167,4338
MDT,13.2272,8408
ABE,13.2435,6989
CLT,13.2603,130321
TUS,13.27,15631
CHA,13.2705,3497
HVN,13.273,1022
FAY,13.4244,2455
LSE,13.446,1186
ORF,13.4552,25219
AKN,13.4623,398
SNA,13.4642,32774
ANC,13.4875,17058
CRP,13.5035,5065
GJT,13.5117,213
GUC,13.5118,211
STT,13.5366,3125
BWI,13.586,71207
STL,13.5862,152800
SYR,13.5974,15828
CHS,13.6067,12883
CAE,13.6166,6038
BQN,13.6839,677
FAT,13.6962,3153
SBA,13.7281,2045
LNK,13.7454,2691
SJU,13.755,19350
MFE,13.765,3387
TLH,13.7866,6496
TOL,13.7996,2420
PDX,13.8054,37728
RIC,13.8268,16388
SAV,13.8358,6719
ATL,13.8465,221588
GSO,13.8473,35983
SWF,13.849,4372
IND,13.8635,38250
ICT,13.8797,7176
TVC,13.8917,868
MEM,13.9053,50351
BTR,13.9717,5344
CMH,14.0197,40599
JAX,14.0847,26323
ROC,14.0893,17613
BDL,14.2029,26428
MSY,14.2524,47505
FWA,14.2773,3051
TPA,14.3324,59531
IAH,14.3445,104409
PHL,14.3524,93312
DLH,14.3748,1737
SBN,14.3776,3538
DFW,14.383,260249
CLE,14.3917,67278
MLB,14.396,3629
BUF,14.4305,23631
SEA,14.441,75366
DTW,14.4743,139435
LFT,14.4764,233
AGS,14.518,3313
AVP,14.5692,2484
PSP,14.5838,3068
DEN,14.592,144099
DAY,14.6223,18623
VPS,14.6336,1048
MCO,14.6353,76600
LAX,14.6379,152959
FLL,14.6623,37860
MLU,14.7138,2348
PVD,14.7189,14071
STX,14.746,1303
GEG,14.7509,8275
DAB,14.7888,4499
MIA,14.7901,72080
EVV,14.8235,1167
IAD,14.8376,31922
ISP,14.9088,3652
PWM,14.9228,5921
LAN,14.9317,2358
BFI,15,1
AZO,15.0356,2585
HPN,15.0998,5724
ORD,15.1264,283720
MSN,15.1551,4011
MSP,15.1623,124758
OGG,15.1747,2668
LGA,15.1858,101498
BTM,15.2143,182
SRQ,15.2232,7774
CRW,15.2936,2418
BFL,15.2945,455
DCA,15.354,87670
FNT,15.4539,705
SFO,15.4784,117245
FCA,15.5223,831
RSW,15.616,15528
COD,15.7647,68
BOS,16.0299,99331
CAK,16.1221,1474
ERI,16.1669,1414
MSO,16.3605,1878
PBI,16.4071,23791
PIA,16.6268,694
ACK,16.7,20
EWR,16.9503,117223
HNL,17.3361,13054
JFK,17.4794,43276
PSE,18.6393,61
EGE,18.741,556
MTJ,18.8333,18
HDN,19.6792,533
SPI,20,2
TWF,22,5
GUM,27.5714,7
